,userNickname,title,formattedDate,text,isRecommended,rating,badges,positiveFeedbackCount,negativeFeedbackCount
1335,CeeCee,Great shoe. Super stylish. Definitely a fave!,"August 14, 2024",10/10. Chef’s Kiss! Hoping gold metallic is the next color way.,True,5,[],0,0
1336,HikeandbiketheChief,"Fun color, great function","August 13, 2024","I use with custom footbed for precise arch support. Hiked, biked no problems!",True,5,[],1,0
1337,Jackie,Best purchase ever,"August 13, 2024",This shoe not only looks incredible but it fits amazing. So comfy. I love it.,True,5,[],0,0
1338,Daffy25,Love these trainers,"August 13, 2024",As soon as I was aware these were available I recommended to a friend who also purchased,True,5,[],0,0
1339,Lisa,Amazing,"August 13, 2024","These trainers are the ultimate trainer.they look amazing ,so cool and they so comfy I will 100% buy  SL72 again",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1340,grace23,love the c,"August 13, 2024",love the pop of colour! I can't help but look at it every time I wear it :),True,5,[],0,0
1341,LANA25,Best shoes to wear on a fancy look,"August 13, 2024",Try half size down. The colors are beautifully combined.,True,5,[],0,0
1342,SNEAKERHEAD,A beautiful color & old school style. I LUV THEM!,"August 13, 2024","I live in color and these beauties are a beautiful aqua green with a hint sea blue, navy, and s combination of a fuschia orange stripes. They are a true throwback to the 80's and fit like a glove. I love them so much I'm ordering 3 more pairs in beautiful colorways.",True,5,[],0,0
1343,Melissa,Great shoe,"August 13, 2024",Quick arrival ! Great color  Comfy . Highly recommend,True,5,['IncentivizedReview'],0,0
1344,jw00,I love these shoes! Color and design are nice,"August 12, 2024","It's a bit bigger than Samba, but it fits me comfortably :) good",True,5,[],0,0
1345,Shoe,Amazing shoe!,"August 12, 2024",Amazing shoe!)love and recommend it to another looking,True,5,[],0,0
1346,Daniel,great,"August 11, 2024",thanks for the update on the bus to the Match and I,True,5,[],0,0
1347,T245,Great quality,"August 11, 2024","Like the shoes being low profile great colour combination, and original design is from 1972.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1348,Bingkat,A must buy but good luck in getting yours!,"August 10, 2024",Wore them to climb a hill with much comfort and really light.,True,5,[],0,1
1349,Sand23,Yes!! Shoe is very comfortable!,"August 10, 2024",This shoe is comfortable and very light! The color is vibrant and fun!,True,5,['IncentivizedReview'],0,0
1350,AnnieD,Look great!,"August 10, 2024",Looks great and are comfortable..  So many people commenting on how nice they are.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1351,Lowkeywicked,"Great shoe, stylish and vintage looking.","August 10, 2024","Lots of compliments, will purchase another pair in a different color for the fall!",True,5,[],1,0
1352,tophatgirl,Cute and great for fall,"August 9, 2024","I bought these to wear as fashion sneakers in the fall for jeans and leggings.  They ran a 1/2 size long so returned for a 6.5. I'm a consistent 7 in Adidas if that helps anyone.  These are not a 'comfort' sneaker, there is no cushioning at the tongue, and I'll have to wear cushioned socks (like Bombas).  Cute though, I'm sure I'll get decent (but not all day) wear out of them.  Great alternative to Sambas.",True,4,[],4,0
1353,SM27,Good for short wear!,"August 9, 2024","Aesthetics are beautiful, but definitely can be more comfortable!",True,3,['IncentivizedReview'],0,0
1354,TAWe,"Love these, they look great and so comfortable.","August 9, 2024","Love the grey suede trim. Had lots of positive comments, definitely recommend",True,5,[],0,0
1355,Evkim,45,"August 9, 2024","Love it SL 72 is always my 1st choice,Strongly recommend",True,5,[],0,0
1356,Juanpola0713,Can’t explain how happy are my wife,"August 9, 2024","My wife love it, perfect color and size are very good",True,5,['IncentivizedReview'],0,0
1357,Juju2024,Love!,"August 8, 2024",Great shoe and super light weight.  Love the colors!,True,5,['IncentivizedReview'],0,0
1358,Vane,Love color!,"August 8, 2024",Love them! The shoes are comfortable ≈==============,True,5,['IncentivizedReview'],0,0
1359,MDP@,Love them,"August 8, 2024",Colors are great! I love these and can’t wait to get another color,True,5,[],0,0
1360,NoNicname,Narrow fit but great for they way I wear my pants,"August 7, 2024",Love the the tealish color for this style shoe. I have the red and blue.,True,4,['IncentivizedReview'],0,0
1361,Annie,Great purchase!,"August 7, 2024","Great purchase! Look very nice, comfortable to wear",True,5,[],0,0
1362,kendall,super cute,"August 7, 2024",I live in these shoes they’re the cutest adidas shoes i own totally recommend,True,5,[],0,0
1363,Debs,trendy and great for casual walking,"August 6, 2024","I took a long time trying to decide between the original Samba and the SL 72 OG.  Ended up going for the SL and happy that I did. I wanted a stylish pair of sneakers for jeans for pleasure walks through streets and its just perfect.  Its lightweight so it moves with me and also takes me off the ground by an inch, which is exactly what is needed.",True,5,['IncentivizedReview'],0,0
1364,Kdawg,Never fails to disappoint!,"August 6, 2024","SL-72s are my go to style and this colour way got me instantly. Purchased as soon as I saw them and so pleased that I did. Perfect summer combo, and as they are so lightweight they are always on my feet when it’s sunny outside. Would encourage anyone to buy!",True,5,[],1,0
1365,Murphy,These are comfortable.,"August 6, 2024",Comfortable. Feels nice and bouncy. Love the color. Wish the men’s shoes had more flavor like some of the ladies shoes.,True,5,['IncentivizedReview'],1,0
1366,Inessss,Great,"August 6, 2024",Beautiful product. Very confortable. Same as the picture.,True,5,['IncentivizedReview'],0,0
1367,Brasok,Adidas need to do better,"August 6, 2024",I returned these weeks ago and still have not received my refund. This is not the first time that adidas has taken a ridiculously long time to process a refund.,False,1,[],4,0
1368,Anh217,Obsessed,"August 6, 2024","Soo in love with the pop colours of this pair. I normally go with gazelle so a little bit skeptic about the width, it turns out perfectly comfy",True,5,[],0,0
1369,Ezrra27,Quality,"August 6, 2024","Style and conform... Now I hope the blue ones come out again, which are the ones I'm looking for...",True,5,[],1,0
1370,Arub,Good looking shoe,"August 6, 2024",Comfortable but can’t be too tight leaves marks on feet,True,5,['IncentivizedReview'],0,0
1371,DSneakers,Disappointed   Not as good As my other Adidas,"August 6, 2024",I have many Adidas shoes that I love. These run much bigger than my gazelles or sambas. So disappointed,False,1,[],3,0
1372,Azyl,"Stylish, but fit was a bit loose.","August 6, 2024",I love the shoe but they are a little roomy. I usually wear a 6 but I think I’d try a half size down next time. They are very stylish and I do like the look.,True,4,['IncentivizedReview'],0,0
1373,Pop2795,My new favorites!,"August 6, 2024",Great everyday shoe! Super comfortable! I’m thinking about getting a second pair.,True,5,[],0,0
1374,Riri,Comfortable,"August 6, 2024",Unique color combo. Comfortable for everyday wear.,True,5,['IncentivizedReview'],0,0
1375,KayG,A must have for every day errands,"August 5, 2024",Very comfortable and light. Breathable material. It does run big. Ordered my usual size and had to return. Order 1/2-1 size smaller if have narrow feet.,True,5,['IncentivizedReview'],0,0
1376,Jjen,Beautiful!,"August 5, 2024",Great look. Low profile. Love the slim design! These run a little big.,True,5,['IncentivizedReview'],0,0
1377,Bentleyghj,perfect,"August 5, 2024","comfortable, nice to look at, super styley and recommend",True,5,[],0,0
1378,clarecd,love these,"August 5, 2024",lightweight and comfy! new go-to city shoe. plus comes in great colors.,True,5,[],0,0
1379,AnnieT,Great pop of colour,"August 5, 2024",Absolutely love the colour of these trainers.so comfortable and good value,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1380,Bick,Beautiful comfort!!!,"August 5, 2024",Love this old school style. Beautiful color for spring and summer. Very comfortable!!!  Sneaker shipped quickly!,True,5,['IncentivizedReview'],0,0
1381,Dc74,Really comfy,"August 5, 2024","The colours are amazing,  True to size and really comfortable.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1382,RL17,Best trainers bar none,"August 5, 2024","Perfect fit, soooo comfortable and look great too. great speedy delivery.",True,5,['IncentivizedReview'],0,0
1383,SusanO,Love these,"August 5, 2024",Along with being comfortable they are great looking on,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1384,HilQ,Very stylish!,"August 5, 2024",Very comfortable! Colours are great! It comes in half sizes.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1385,Lisa227,Another great addition to my shoe collection,"August 5, 2024","The color combination are the best, really cute with sun dresses!",True,5,['IncentivizedReview'],0,0
1386,Melatonin,"It’s just ok, little narrow.","August 5, 2024",Too narrow and smaller than my usual size. Comfort level is ok.,False,4,[],0,0
1387,LeDoll,light & most comfortable shoes I have,"August 5, 2024","Perfect fit, light, and very comfortable. Would love to get more in different color and style. Best purchase!",True,5,[],0,0
1388,J522,Love the color and they’re so comfortable!,"August 5, 2024",Love this color combination—the trim really makes the shoe. So glad I bought them!,True,5,[],0,0
1389,Cfm1971,"Stylish, comfortable and great for travel.","August 5, 2024","My wife enjoyed the color combination, style and comfort.",True,5,['IncentivizedReview'],0,0
1390,LA59,Walking on air!,"August 4, 2024",These shoes are so light and comfortable. The color waves are a perfect pop of color!,True,5,['IncentivizedReview'],0,0
1391,Urbangalknows,The size is wide which my feet aren’t,"August 4, 2024",I like the Color scheme & convenience of home delivery.,True,4,['IncentivizedReview'],0,0
1392,RIA67,Love them,"August 4, 2024",Bought my 1st pair of Gazelle's in 1973 and love my new SL 72 just as much!,True,5,[],0,0
1393,Jellybean99,"Beautiful, comfy, fun.","August 4, 2024",I have a large collection of SL72s - love this colour! Please never stop making this model.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1394,Diana,Super cool,"August 4, 2024",The color is amazing !!! Super cool !!! Super retro!!,True,5,['IncentivizedReview'],1,0
1395,1972,Great shoe,"August 4, 2024",Love the colors and the fit this shoe is also very comfortable,True,5,[],0,0
1396,Gera,Perfect fit and love the colors,"August 4, 2024",Very comfortable to wear just walking around. Received many compliments,True,5,[],0,0
1397,undefined,Another pair will be purchased,"August 4, 2024",The look and comfortableness of this sneaker will allow it to be worn with almost anything!,True,5,['IncentivizedReview'],0,0
1398,andreana,I usually wear size 9 but in adidas both samba and,"August 3, 2024","I usually wear size 9 but in adidas both samba and this one I decided to buy half a size smaller and it fits perfectly. The color is exact, I just received them but they feel comfortable and light.",True,5,[],0,0
1399,Shelly,Not a good online purchase -  be sure to try on in,"August 3, 2024","Very long, narrow shoe and the colors are far more vibrant in person than the image. They also make a weird noise when you walk. I didn't like them at all.",False,3,[],0,0
1400,CoreyO,Can not go wrong,"August 3, 2024","Happy to see all the new colour ways, both men's and women's",True,4,"['top1000', 'IncentivizedReview']",0,0
1401,Bex04,A must buy for summer,"August 3, 2024","Perfect sizing & fit. Love the colour, saving up for a pair in red next 😍",True,5,[],0,0
1402,Chelly72,Streamlined stunners.,"August 3, 2024",I'm not overly fond of 'bulky' trainers so these streamlined stunners are ideal for me. They feel lightweight yet are sturdy enough for all the walking I do. I love them!,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1403,L1tzie,"Stylish, lightweight with a stunning colour combo.","August 3, 2024",Super comfortable and will bit more in different colours. Ideal for summer.,True,5,[],0,0
1404,Blonde,Love Adidas,"August 3, 2024","Unfortunately, they are to big.  I got my normal shoe size. I need  return them please.",True,1,['IncentivizedReview'],0,0
1405,BESHO,"Not comfortable, hurt, very bad for walk.","August 3, 2024",Not recommend it. Very sharp in the back  and middle hurts my feet. Not comfortable at all,False,1,[],1,0
1406,MadAdiLover,"Light, comfy, stylish","August 3, 2024",These shoes are indeed Super Light and can be worn literally all day long. Additionally they are so cute and stylish and are complement magnets.,True,5,['IncentivizedReview'],0,0
1407,Olla11,Looks different,"August 2, 2024",I was really looking forward to receiving them but they looked so different to the pictures. The colour is neon pink and looks very cheap. Returned,True,2,[],0,0
1408,Kokoali,Best purchase ever,"August 2, 2024","Beautiful color , super comfy, can be worn from morning till evening , feels very light , definitely will buy another color",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1409,CherryP,Uncomfortable,"August 2, 2024",Love how these looked but designing them with a plastic tongue made them really uncomfortable to wear,False,2,[],1,0
1410,John,Trendy casual trainer,"August 2, 2024",Great trainers for casual wear my wife loves them.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1411,cyril72,Comfortable and stylish,"August 2, 2024",Got these for my wife and she loves them. Super comfortable and very stylish,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",1,0
1412,Mila,Love it,"August 2, 2024","I love my new Adidas, it’s so feminine and easy to wear",True,5,['IncentivizedReview'],0,0
1413,AleValenz,Best purchase ever,"August 2, 2024",My first pair of SL 72 OG and I loved them. Super Comfortable and lightweight,True,5,['IncentivizedReview'],0,0
1414,Gigi,"They run big and are too stiff, cute color though","August 2, 2024","I love the color, but they are really long and narrow.  I’m always an 8.5/9 in and if I had to do it again I’d get a 7.5. They’re so long I have an extra 1.5inches in the toe but they’re super narrow. I have the most narrow feet ever and these are tight. The soles are stiff and the insoles are thin so they feel really hard. My heel slips out of the back because they’re so long and inflexible.",False,4,[],1,0
1415,Nat279,Comfortable,"August 1, 2024","Great colour and very comfortable shoe, went half size up from normal",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1416,Gaby,True to size and comfortable!,"August 1, 2024",True to size and super comfortable.  I wear a size 6. Very happy with my purchase.,True,5,[],0,0
1417,Cappedste,Absolutely fantastic,"July 31, 2024",Absolutely brilliant light weight shoe  Prefect for summer,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1418,Pinkie,Great fit,"July 31, 2024",Great fit if you have a narrow foot 🦶 Love the color combo,True,5,['IncentivizedReview'],1,0
1419,Observant,Awesome!,"July 31, 2024",Comfortable and smooth. I need another pair in green.,True,5,['IncentivizedReview'],0,0
1420,Michelle880,Vibrant and bright shoe!,"July 31, 2024",Comfortable and love the color. So vibrant and bright.,True,5,['IncentivizedReview'],0,0
1421,Cattledoglover,Fun summer shoe!!,"July 30, 2024","Cute shoe! I love the retro look! I will say its not like super duper comfortable, it basically feels like walking in a samba (so not that much support tbh). The white one is kind of see through (like you can see ur socks thru it, I dont mind too much tho!) Overall cute and a fun summer shoe. I sized down 1/2 size and it fits me well. If you have wide feet it's maybe not the shoe for you tho, they are pretty narrow.",True,4,['IncentivizedReview'],0,0
1422,Lila,I am returning mine because it doesn't fit.,"July 30, 2024","It's light, it's charming but it runs small. So make sure you check the measures.",True,5,[],1,0
1423,Nic06,Fab gift for my daughter!,"July 30, 2024",My daughter loved these - great choice of birthday gift!,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1424,Russkaya,Great classic trainers,"July 30, 2024",Neutral colours that go with everything. Can be worn with smarter clothes and dressed up. Really comfortable,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1425,mandyr,Good as ever!,"July 30, 2024",As always comfortable from the first wear. I would recommend.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1426,AspenTree,Really cute fashion over function,"July 30, 2024",Super cute. Not as comfortable as samba OG for long walks.,True,4,[],0,0
1427,Marcegutiesqui,Amazing color,"July 30, 2024",Comfortable and great to use with jeans  Amazing color,True,5,[],0,0
1428,Happyshoes60,Probably the most comfortable shoes Adidas has.,"July 30, 2024","Nearly a five star! This ageless slimline shoe is probably the most comfortable Adidas has on offer. Nice and soft on my feet, great foot support and so light and airy. So good I had to buy a 2nd pair before they were gone. Sizing a bit tricky as W8.5 just a little to bit big and W8 a bit tight. Anywyas fantastic for naroow feet.",True,4,"['VerifiedPurchaser', 'IncentivizedReview']",2,0
1429,KT81,Perfect gift!,"July 29, 2024",My better half loved these!! !!!!!!!!!!!!!!!!!!!!!,True,5,[],0,0
1430,Deejer,Comfortable,"July 29, 2024","The very front where the rubber is, is not even/uniform (see attached picture)",True,3,['IncentivizedReview'],0,0
1431,Joanna,Lovely colors,"July 29, 2024","comfortable shoes , the colors are beautiful ………..",True,5,[],0,0
1432,Skipper,TIDY,"July 29, 2024",Great style look fantastic on good fit loads in the range have 6 pairs now in all colours.  Delivered on time and safely,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1433,Ale.Verdugo33,So comfy and prettiest shoes ever,"July 29, 2024","Perfect for the cool outfits, they’re so comfy and catchy! I loved them",True,5,[],0,0
1434,Zedod,Nice casual shoe,"July 29, 2024",Love the colorways. A little narrow for me but not too bad so I kept them!,True,4,['IncentivizedReview'],0,0
1435,Uts1,Great purchase   Yay sl 72,"July 29, 2024",Nice  ive been wearing  SL 72 for 46 years   I still have my old ones     Great style never need to change it,True,5,['IncentivizedReview'],0,0
1436,Jogger13,Unique and stylish comfortable to wear.,"July 28, 2024",Would love to have in more colors or designs. One of my favorites.,True,5,[],1,0
1437,Bugsy,Great looking shoe,"July 28, 2024","Bought it for the looks. It took a couple of days to break them in, but now they feel great",True,5,[],0,0
1438,Damo72,Classic trainer in new c/w,"July 28, 2024","My 13th pair of sl72 love them ,just wish some of the rs c/w s was on originals",True,5,[],0,0
1439,sp89,Not best quality,"July 28, 2024",Feel poorly made.   To long and narrow.  Colors look faded.,False,1,['IncentivizedReview'],0,0
1440,Dhang,Cool,"July 28, 2024","Nice material and quality , so lightweight and comfortable to wear",True,5,[],1,0
1441,Mary,Best purchase ever,"July 28, 2024",So cool and comfty! There elegant and hip! You would not regret it!,True,5,['IncentivizedReview'],0,0
1442,Sar72,fab,"July 27, 2024",colour excellent. bright and vibrant. fit great. and really comfortable,True,5,[],0,0
1443,Warn,Adidas at its best - so glad these are back.,"July 27, 2024","Lovely colours that go with most things - these are a narrow fit, but they fit me perfectly. Classy smart trainers!",True,5,[],1,0
1444,PDmom,Super trendy,"July 27, 2024",TTS and comfortable! I have narrow fit so they fit like a glove. Super trendy!,True,5,[],0,0
1445,RSG2024,great shoe,"July 27, 2024","loved the color and the fit! also, a very comfortable fit!",True,5,['Staff'],0,0
1446,Cigarette,"Huge bummer, too big!","July 26, 2024",Huge bummer to get these in the mail only to discover they're extremely oversized.  Design or labeling mistake?? I splurged and wanted to wear them while watching the opening ceremonies today but not going to happen. Wishing the best to all the Olympians.,False,4,[],2,0
1447,Lees,Favourite trainers ever,"July 26, 2024","Fantastic colours, fantastic fit.  Comfortable and hard wearing.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1448,Cocoa,Cool looking shoes.Love the colour way!,"July 26, 2024","Great colour way, so easy to dress up or down. Very light on the feet!",True,4,[],0,0
1449,LizChi,Too big!,"July 25, 2024",Love these shoes first of all. Colors and retro style. I’m a 9 in all Adidas styles but this is so much bigger than usual. Easily could wear an 8.5 with room to spare. I’m bummed because this color is sold out so I cannot exchange. Hence the 4/5 for poor sizing.,True,4,[],4,0
1450,Lml24,Very great and love the fun colours so much,"July 24, 2024","I got the purple and teal ones and fell in love, I bought the blue and pink pair. The colours are great and they are so comfortable and pretty.",True,5,[],0,0
1451,EW526,Cool sneakers but run very big,"July 24, 2024","Comfortable, cool colors, and lightweight. However, they run very large. I thought I accidentally ordered mens! For reference, I am a true size 9. Hoping that the 8.5 fit.",True,3,[],2,0
1452,Il1993,Best purchase. I recommend. This shoes are so cute,"July 23, 2024","I am happy because, the shoes are so comfortable and look great",True,5,[],3,0
1453,Jcheza,Great purchase,"July 22, 2024",Great comfort and really really really nice design,True,5,[],0,0
1454,ACACACAC,These look great and fit perfectly.,"July 22, 2024","I’m a  woman who normally wears a size UK 4. The 4 in the silver leather was a perfect fit but the red/pink in the same size was too small, the toe box was much narrower and I could tell they wouldn’t fit before even put them on!",True,5,[],0,0
1455,tnariyibi,I ordered a women's size that I wear and it's HUGE,"July 22, 2024","Just wish they were true to size. when I put them on I thought that I had ordered a men's size but I didn't. They are huge. luckily my daughter wears a 10.5 I ordered a 9.5, they fit her perfectly.",True,3,[],4,0
1456,HippieJohn81,I'm loving these  new Sl72 drops,"July 21, 2024",I extremely satisfied with this color scheme and can't wait for the Silver metallic and Black ones to drop next month.  I actually bought these for someone else originally BUT I can say that if you are flat footed I may not recommend these as the bottoms are slimmer than most shoes and problems may arise.... Hence why I kept these for myself.,True,5,[],0,0
1457,Gracie,Don’t do it,"July 20, 2024","The shoes run small and are extremely tight, especially around the toes. Despite ordering my usual size, I found them uncomfortable to wear for more than an hour.",False,1,[],3,0
1458,Sadida,So comfortable,"July 20, 2024","Runs large, went a half size down and it’s perfect",True,5,[],1,0
1459,TSD78,Size down!,"July 20, 2024","I am on my second pair, and having to return both due to sizing. I have multiple different addidas and all are 9.5 these are sized way too big, started at 9.5 now returning again to get 8.5.",True,3,[],0,0
1460,CampaignJordie,I wear these often,"July 19, 2024","Lightweight, comfortable shoe. Love the accent of blue",True,5,[],0,0
1461,Maro,"Very comfortable, very lightweight.","July 19, 2024","Fast delivery, great quality, lightweight shoes, best for summer and so comfy. Love my new adidas",True,5,[],0,0
1462,mileikowsky666,Excellent shoes. My wife loved them!,"July 19, 2024",Very happy with the purchase. Wish I could get other colors before they sold out,True,5,[],0,0
1463,Shoegirl17,Run 1/2 size large,"July 18, 2024",I am a true size 9 and took a chance on a review that recommended sizing 1/2 size down and the 81/2 fits perfectly. I was very surprised since I always wear nine. I bought the black and charcoal and think they will go with everything. My orthotics even fit in them as well.,True,5,[],0,0
1464,AaGee,I think these will be a favorite.,"July 18, 2024","I got the black, charcoal and green. I love the combination. They fit like a charm. I have planter fasciitis so they will be more my cute shoes not my intense walking shoes. I can wear them with anything and look good. I probably will buy more colors.",True,5,[],0,0
1465,lucy,PERFECT,"July 16, 2024",They are super comfy just what i’m looking for and the colors are gorgeous,True,5,[],0,0
1466,kenma,I wished i could’ve gotten my actual size,"July 16, 2024",I wish i’d gotten my actual size unfortunately they only had bigger sizes,True,5,[],1,0
1467,Parisa,Obsessed,"July 16, 2024",I am in love with these. They are extremely comfy well made and trendy I couldn't ask for more.,True,5,[],0,0
1468,jacky27,"very comfortable, goes with everything!","July 15, 2024","best purchase! glad I bought them, lightweight and comfortable",True,5,[],0,0
1469,undefined,Comfortable,"July 15, 2024","As always the quality of the finished product, if very good",True,5,['IncentivizedReview'],0,0
1470,lissette.a.rigail@hotmail,I always wanted these shoes until I got them,"July 14, 2024","They are so comfortable, I love them and they are the best purchase",True,5,[],0,0
1471,MJ54,Enjoying my adidas,"July 12, 2024",The color……..comfortable…….i like to keep comments short….,True,5,['IncentivizedReview'],1,2
1472,LindaC,Really glad I ordered these trainers.,"July 11, 2024",Just love these. So neat and very comfortable. The fit is great.,True,5,['IncentivizedReview'],0,0
1473,jodi,"Versatile, Sporty and Stylish","July 10, 2024","Great low profile shoe to wear with shorts,  pants, skirts or dresses.  I took the advice of other reviews and ordered a half size smaller.  I'm glad I did! They fit perfect.  Comfortable and look great with any outfit!  The material is very flexible, shoes can be worn loose or pulled tight, works well with narrow or wide foot.",True,5,[],2,0
1474,Irush,Beautiful design,"July 10, 2024",Very comfortable and looks great. It's a very beautiful design.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",1,0
1475,Infinity92,Summer Fling,"July 9, 2024","Perfect summer wear for my feet, paired with pants, shorts, summer dress or jeans.",True,5,['IncentivizedReview'],0,0
1476,shift,Best gift for baby sis!,"July 8, 2024",She isn’t a sneakerhead but she loves these! Love it.,True,5,[],0,0
1477,Rraer1,The perfect sprint and summer sneaker!,"July 7, 2024",Would recommend style and colorway. Would love to add more to my collection!,True,5,[],1,1
1478,Irina,Do not like it,"July 6, 2024","Not comfortable , not enough arch support , the fabric is stiff",False,1,['IncentivizedReview'],8,3
1479,constab,Retro designer love,"July 5, 2024","Super cool, retro sneaker that gives designer vibes with green and pink with gold accents. Gf loves em!",True,5,[],0,0
1480,megan909,Cute and comfortable.,"July 5, 2024","These are so cute and so comfortable. Even though the colors are bold, they match a lot of items in my wardrobe. Great purchase for sure.",True,5,['IncentivizedReview'],1,0
1481,Phrank,Need my exchange shoes,"July 5, 2024",I had to return the shoes as they did not fit. I have not received the exchange size yet,False,1,['IncentivizedReview'],2,4
1482,Adimom,Love the color and simple retro style. Timeless.,"July 2, 2024","They are easy to wear,  comfortable.  Easy to style versatile.",True,5,[],1,0
1483,Andy2step,Cool trainers,"July 1, 2024",Great looking trainers and colours are fab and really comfortable too,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1484,Adventureinindo,"Super stylish, lightweight sneaker!","July 1, 2024","These are amazing shoes. The are very light weight, but still give a lot of support. They look cute paired with jeans, shorts, skirts, dresses. The color is a bit lighter (more muted) than how it looks in the pictures but I really like the look. Fit is true to size. I am a 6.5 and they fit great.",True,5,['IncentivizedReview'],0,0
1485,Mike,Nice additions to collection,"July 1, 2024",Classic look - great look with casual work attire or jeans on the weekend.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",1,0
1486,Jhen,Too big but super cute,"June 28, 2024",Cute shoes for everyday use to elevate your outfit,True,4,[],0,0
1487,Matt,Striking and eye catching,"June 27, 2024",One of my most comfortable and lightweight pairs of adidas originals. The bright colour way turned some heads,True,5,[],0,0
1488,GinNC,Sizing is way off for these shoes.,"June 26, 2024","The shoes are cute, but the sizing is way off compared to other sneakers that I have.  I ordered these shoe in a 8, which is my typical sneaker size, and they were very large.  I should have gone down at least one full size.",False,2,[],1,0
1489,Juanes26,better than I expected!!!,"June 26, 2024","The color combination is beautiful, the design and comfort are wonderful.",True,5,['IncentivizedReview'],0,0
1490,Di_23,I want the brown shoes please add more stock,"June 25, 2024","Thank You for the great service, very easy to buy the product",True,5,['IncentivizedReview'],0,0
1491,MS60,Look fab,"June 24, 2024",Colour way is great. Shoes are comfortable. Will get loads of use.,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
1492,MonkeyMagic,Great buy from adidas,"June 22, 2024","bought these for my partner and she loves them , very stylish and comfortable to wear , recommend to buy these lightweight eye catchers while still available...",True,5,[],0,0
1493,undefined,SL72 Classic,"June 21, 2024","Color is absolutely lovely, fits great and is the most comfortable of Adidas shoes.",True,5,['IncentivizedReview'],0,0
1494,Emerald087,Absolutely LOVE,"June 21, 2024",I wanted to get something different other than the sambas. Especially since everyone is wearing those right now. I have a pair of sambas but I find myself going to these more now because they are so much more comfortable. Definitely happy to add these to the collection. I would definitely get another pair in a different color.,True,5,[],1,0
1495,undefined,"Do it. Buy them, if you're on the fence.","June 21, 2024",Better looking in person! The color way is impressive.,True,5,['IncentivizedReview'],0,3
1496,MiAb,Good purchase,"June 20, 2024","I bought it for my wife, the color was good, she liked it",True,5,[],0,1
1497,Cali,Synthetic leather on heel cup gives you blisters,"June 19, 2024","Adidas’s cost cutting  has ruined  a great shoe. Because Adidas uses synthetic leather on the most important part of the shoe for comfort— heel cup— these give you terrible blisters and never break in. Otherwise, these are absolutely gorgeous and perfect for summer, but you can never wear them with no-show socks . The back of the shoe is high and rubs against your Achilles  till you get bloody blisters. People have some complains about Sambas and yet Adidas ignores its customers and continues saving pennies  and sacrificing quality.",False,1,[],22,0
1498,Lamama,Good purchase,"June 17, 2024",Comfy and true to size. These look great with my mostly neutral wardrobe.,True,5,['IncentivizedReview'],0,0
1499,Olive,Great style. Too large. Size chart not accurate.,"June 11, 2024",Size chart is completely inaccurate. I had to go an entire size down for the right fit.,True,4,[],5,0
1500,Isabel,The best model.,"June 10, 2024","The best sneaker of my life, they are so comfortable, because of their soft material, I can move my toes without any problem. I recommend going down a half size to your usual size. They run big.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",4,1
1501,vover,Unique,"June 7, 2024","Love this show, I get compliments all the time...super comfortable.",True,5,[],0,1
1502,britt,"Super cute shoe, love the retro vibes.","June 7, 2024",Great with jeans or high socks and shorts. New daily trainer,True,5,[],0,0
1503,Kiri,"2 shoes are different in size, one tongue is 1cm l","June 3, 2024","The 2 shoes are different, the right is 0.5mm shorter and the tongue on that shoe is 1cm shorter.",False,1,[],7,3
1504,Shanstar,Love these runners!,"June 3, 2024",Love the color and fit.  This will be the shoe of the summer.,True,5,[],2,1
1505,KattyG,Great runners- my 3rd pair!!,"June 1, 2024",I was a little disappointed with the green as they are a bit different to the red and blue ones in the SL 72. I think they are more retro really- they are still great shoes - a little pointier perhaps?!,True,5,[],1,1
1506,Kirz14,Stylish and comfy shoes.,"June 1, 2024",I like how this shoes can be paired with any outfit.,True,4,[],1,1
